"","default","month","age","amount","address","employer","children","payfreq","marstat","home"
"1015",1,11,38,800,4.8,NA,2,3,2,1
"1016",0,24,40,4000,0.2,NA,2,3,3,1
"1017",0,21,36,1000,11.9,0,2,1,2,1
"1018",0,21,22,1400,22.2,2.2,1,1,1,1
"1019",1,5,38,3700,0.9,0.4,0,3,4,1
"1020",0,24,29,3000,1.6,6.6,0,1,2,1
"1021",0,24,33,2000,2.3,2.6,0,3,1,1
"1022",0,24,37,800,6.8,NA,2,3,2,1
"1023",0,20,36,800,1.1,18.1,1,3,2,2
"1024",0,21,43,2000,15.1,NA,2,1,2,1
"1025",0,24,24,2000,0.6,4.6,0,3,1,1
"1026",0,21,36,2000,2.6,10.6,0,3,2,1
"1027",0,24,42,3300,4.9,10,1,3,2,1
"1028",0,24,26,2400,1.1,3.5,0,3,2,1
"1029",0,23,37,2000,4.2,2.1,0,3,3,1
"1030",0,24,56,1500,34.4,1,0,3,4,1
"1031",0,18,50,800,8.1,23.1,0,3,2,2
"1032",0,24,29,2000,5.8,7.7,1,3,2,1
"1033",0,24,41,2000,4.9,3.9,0,3,2,2
"1034",0,24,49,1200,34.6,24.3,0,3,1,2
"1035",0,9,22,1500,12.2,0.6,0,1,1,2
"1036",1,12,37,3000,4.9,1.3,0,3,2,1
"1037",0,21,25,3200,4.5,0.9,0,1,1,1
"1038",0,24,30,1000,0.7,2.2,0,3,2,1
"1039",0,22,30,800,3.7,4.7,2,3,3,2
"1040",0,24,31,2000,3.8,11.9,3,3,2,1
"1041",0,16,31,7000,2.5,13.2,0,3,3,1
"1042",0,11,31,2000,2.1,0.4,0,3,1,1
"1043",0,24,51,2000,0.5,3.7,0,1,2,2
"1044",0,24,60,1500,7.4,20.8,0,1,2,2
"1045",0,19,43,900,11.5,28.5,0,3,2,1
"1046",0,22,40,2600,4.8,19.1,3,3,3,1
"1047",0,22,28,1700,0.4,1.4,0,3,1,2
"1048",0,24,54,1000,22.1,9,1,1,2,2
"1049",1,21,20,500,20.5,NA,0,1,1,2
"1050",0,19,27,850,1,1.7,0,3,1,2
"1051",0,24,56,3000,6.8,1.6,1,3,2,1
"1052",0,24,50,3500,20.3,19,0,3,2,1
"1053",0,24,47,5000,3.3,19.9,1,2,2,1
"1054",0,20,43,1000,0.9,10.1,2,3,1,1
"1055",0,24,42,1300,10.7,NA,0,1,2,1
"1056",1,10,20,1000,7.3,0.6,0,1,1,2
"1057",0,18,29,2500,3.2,2.7,0,3,2,2
"1058",0,24,22,NA,0.6,1.3,0,3,1,2
"1059",0,24,46,1000,0.8,6.9,1,3,2,1
"1060",1,14,30,1200,1.2,1.9,2,3,2,1
"1061",0,10,23,1500,11.1,7.1,0,2,1,2
"1062",0,18,27,4000,3.9,7.3,0,3,1,1
"1063",0,24,34,4000,2.3,17.5,0,3,2,1
"1064",0,23,45,NA,18.4,7,1,3,2,2
"1065",0,22,56,2000,0.5,26.5,1,3,2,1
"1066",0,23,37,NA,2.9,11.7,0,3,1,1
"1067",0,22,37,1500,11.3,19.3,2,3,2,1
"1068",0,24,41,1500,4.7,25.6,0,1,2,1
"1069",0,24,37,2000,14.5,10.3,2,1,2,1
"1070",0,24,33,2000,1.1,10.5,2,4,2,1
"1071",0,23,25,4000,0.7,0.7,0,3,1,1
"1072",0,24,56,1000,1.1,NA,0,1,2,1
"1073",0,24,51,NA,20.1,15.3,0,3,3,1
"1074",1,16,47,2500,12.5,NA,1,3,2,1
"1075",0,24,32,2000,2.1,3,0,3,2,2
"1076",0,24,55,1000,15.1,6.8,0,1,2,1
"1077",0,22,25,1000,1.5,7.8,0,3,1,1
"1078",0,24,57,2000,12.3,17.5,0,1,2,1
"1079",0,23,29,1000,2.1,2,2,1,2,2
"1080",0,24,40,2000,13.6,5.1,0,1,2,2
"1081",0,24,26,2700,1.8,0.8,0,3,2,1
"1082",0,24,46,NA,21.5,17.5,1,1,2,1
"1083",1,7,23,2000,23.9,5.8,0,3,1,2
"1084",0,23,26,800,6.1,2.7,1,2,2,2
"1085",0,22,40,1200,11.4,NA,1,3,2,1
"1086",0,24,29,3000,2.3,5.9,1,1,2,2
"1087",0,24,66,2000,1.6,1.6,0,3,2,1
"1088",0,21,44,1500,20.7,16.5,1,3,2,1
"1089",0,18,24,1000,1.1,0.4,0,3,1,2
"1090",0,24,48,1700,23.9,11.2,0,3,2,1
"1091",0,11,32,1400,0.8,0.1,0,2,1,1
"1092",0,24,42,1500,4.3,1.5,0,1,1,1
"1093",0,24,50,1200,6.5,NA,0,3,4,1
"1094",0,23,44,1000,12.8,0,1,1,2,1
"1095",0,23,321,3500,7,34.2,0,3,2,1
"1096",0,24,23,2100,23.5,6.5,0,3,1,1
"1097",0,10,21,3000,7.9,0.9,0,3,1,2
"1098",0,23,56,1000,10.9,NA,0,1,4,2
"1099",1,15,19,NA,19.7,1.8,0,3,1,2
"1100",0,23,39,1000,7.9,4,2,1,2,1
"1101",0,22,57,1500,1.8,14.7,0,1,2,1
"1102",0,20,35,1500,1.4,0.8,4,1,2,1
"1103",0,24,33,1500,5.2,16.8,0,3,2,1
"1104",1,16,49,2000,3,3.6,0,1,3,2
"1105",0,23,38,5000,5.3,3.9,3,3,2,1
"1106",0,23,55,1500,16.1,7.1,0,1,2,2
"1107",0,17,24,2000,12.5,0,0,3,1,2
"1108",0,10,19,1600,6.6,1.1,0,1,1,2
"1109",0,24,44,2000,22.2,NA,1,1,2,2
"1110",0,24,38,NA,3.9,1.5,2,3,2,1
"1111",0,23,23,2000,6,3.8,0,1,1,2
"1112",0,24,23,1200,0.7,0.7,2,3,1,2
"1113",0,21,34,1000,2.5,18.3,3,3,2,1
"1114",0,24,52,1900,14.6,31,2,1,2,1
"1115",0,24,42,2000,11.1,0.4,0,1,2,2
"1116",0,24,41,2000,7.6,19.2,2,1,2,1
"1117",0,24,26,NA,26.7,4.1,0,1,1,2
"1118",0,19,57,2000,14,29.5,1,3,2,1
"1119",1,18,41,NA,1.6,0.4,3,3,3,2
"1120",0,23,22,2000,4.9,3,0,3,2,2
"1121",0,12,28,2500,6.1,1.5,0,3,2,1
"1122",0,24,47,2000,1.9,2,0,3,3,1
"1123",0,24,63,3000,5.1,NA,0,1,2,2
"1124",0,24,33,2500,0.8,0.8,0,3,1,2
"1125",0,24,51,2000,19.6,NA,1,1,2,1
"1126",0,24,21,750,17.1,4.9,0,3,1,2
"1127",0,21,32,2000,7.1,0.2,2,1,2,2
"1128",0,20,57,1500,11.5,28.4,0,3,2,1
"1129",0,23,30,1500,3.7,4.1,0,1,2,2
"1130",0,24,30,1350,10.6,6.5,0,1,1,2
"1131",1,23,48,600,23.3,6.3,0,1,2,2
"1132",0,18,45,1000,12.9,7.1,3,3,2,1
"1133",0,24,22,1500,0.6,6.9,0,1,2,1
"1134",0,20,21,1500,1.1,5.1,0,1,1,2
"1135",0,11,27,2500,1.9,2.4,0,3,1,1
"1136",0,24,58,2000,26.4,4.2,0,1,2,2
"1137",0,24,42,1500,6.5,4.9,2,3,2,1
"1138",0,22,43,3000,6.1,5.4,2,3,2,1
"1139",0,24,27,2900,3,0.6,2,3,1,1
"1140",0,18,28,2000,6,0.8,1,3,1,2
"1141",0,24,50,3000,8.7,12,0,1,2,1
"1142",1,7,61,2500,26.1,1.4,0,3,2,1
"1143",0,18,28,2000,5.1,8.1,1,3,2,1
"1144",0,22,31,2000,2.1,15.2,2,3,2,1
"1145",0,24,54,3500,34.5,0.1,1,3,3,1
"1146",0,24,26,1200,3,3.2,0,1,2,2
"1147",1,8,20,2200,10,2.9,0,1,1,2
"1148",0,24,45,1000,6.1,9.9,2,3,3,1
"1149",0,24,44,2000,13.5,2.2,2,1,2,1
"1150",0,14,33,2000,8.6,0.3,1,1,2,1
"1151",0,20,48,3000,5.3,3.3,0,3,3,NA
"1152",0,24,46,3000,2.4,29.5,2,3,2,1
"1153",0,24,25,850,0.1,NA,0,3,1,2
"1154",0,22,32,1350,12.5,2.1,2,3,2,1
"1155",0,19,41,2000,3.6,12.7,2,3,2,1
"1156",0,17,46,2200,22,6.7,1,3,3,1
"1157",0,23,32,2500,1.1,NA,2,3,2,1
"1158",0,18,18,1500,18.7,2,0,3,1,2
"1159",0,24,39,2500,13.6,0.6,0,1,2,1
"1160",0,18,41,2000,5.6,7.5,2,3,2,1
"1161",0,22,37,2000,4,4,1,2,2,2
"1162",0,24,36,6000,4.4,6.7,0,3,2,1
"1163",0,20,26,600,1.6,0.2,0,3,1,1
"1164",0,21,30,2500,3.8,4.2,0,3,1,1
"1165",0,21,33,600,1.2,4.2,0,3,2,1
"1166",0,19,31,2000,0.7,1.7,0,3,1,1
"1167",1,10,34,NA,8.6,3.2,3,3,2,1
"1168",0,21,35,2000,3.7,10.8,0,3,1,1
"1169",0,24,28,1000,2.7,7,0,3,1,1
"1170",0,22,36,1500,8.3,3.7,2,4,3,2
"1171",0,14,32,NA,1,0.2,0,3,1,2
"1172",0,22,44,3500,3.8,8.1,3,3,2,2
"1173",0,23,22,2000,16.6,5.2,0,3,1,2
"1174",0,22,48,2500,16.6,23,1,2,2,1
"1175",0,19,47,1500,7.7,7.7,0,1,1,2
"1176",0,24,26,2000,2,NA,0,1,2,1
"1177",1,3,20,2500,20.2,2.2,0,1,1,1
"1178",0,23,40,3000,8.3,6.9,1,3,3,2
"1179",0,24,39,1200,2.7,23.4,2,3,2,1
"1180",0,24,22,2000,1,5.9,0,3,1,2
"1181",0,22,43,1400,13.5,7.2,2,2,2,1
"1182",0,24,27,1000,11.1,11.1,0,1,1,2
"1183",0,9,37,2750,4.1,NA,1,3,2,1
"1184",0,21,25,3000,5.7,2.9,0,3,2,1
"1185",0,18,71,2000,21.6,5.7,0,1,2,1
"1186",0,24,35,1000,3.3,18.1,2,3,2,1
"1187",0,24,21,2000,18.4,4,0,3,1,2
"1188",0,24,49,1000,14.4,22.4,0,3,2,1
"1189",0,24,27,2000,3.6,1.3,0,3,1,2
"1190",0,22,43,1200,16.6,11.2,3,3,2,1
"1191",0,23,48,2000,20.6,1.5,0,1,2,1
"1192",0,24,61,500,27.9,15,0,3,1,1
"1193",0,23,27,2600,2.3,8.8,0,1,1,2
"1194",0,24,27,2000,4,10,3,3,2,1
"1195",0,24,22,2000,0.7,1,0,3,2,2
"1196",0,24,39,7500,16.9,18.9,2,3,2,2
"1197",0,24,57,2000,5,23.9,0,1,4,2
"1198",0,23,25,500,4,NA,1,1,1,2
"1199",0,23,22,1500,7.1,6,0,3,1,2
"1200",0,24,38,1000,4.5,17.3,0,3,2,1
"1201",0,23,23,1500,0.4,0.1,0,3,1,2
"1202",0,20,40,NA,6,9,0,1,1,1
"1203",0,22,37,600,4,2.1,2,3,2,2
"1204",0,24,42,NA,15.4,0.1,1,3,3,1
"1205",0,24,49,1500,11.8,15.2,0,3,3,1
"1206",0,24,54,2000,6.3,2.7,0,3,2,1
"1207",0,21,30,NA,4,2,0,3,1,1
"1208",0,22,75,NA,15,NA,0,1,2,1
"1209",0,24,21,3000,5,1.4,0,1,1,2
"1210",0,24,23,2000,1.1,2.5,0,1,1,1
"1211",0,22,33,1800,5.8,5.8,3,3,2,1
"1212",0,24,55,3000,18.1,39.5,0,3,2,1
"1213",0,18,33,2000,4.6,1.5,1,1,1,2
"1214",0,21,29,1200,1.6,1.5,0,3,1,1
"1215",0,23,22,1700,0,5.3,0,3,1,2
"1216",0,19,46,900,25.1,25.6,0,1,2,1
"1217",1,15,26,900,4,1.1,1,1,1,2
"1218",0,24,62,900,3.8,16.8,0,1,2,2
"1219",0,22,39,1650,13.5,9,0,3,2,1
"1220",0,24,33,2000,6.5,6,3,1,2,1
"1221",0,24,54,2000,13.1,5.5,0,3,3,1
"1222",0,23,42,3500,0.8,15.6,2,3,2,1
"1223",0,23,39,2000,0.4,0.4,2,3,2,1
"1224",0,24,30,2000,3.4,5,2,1,2,1
"1225",1,3,30,950,0.8,0.1,0,1,1,2
"1226",0,6,40,1000,3.1,0.1,3,3,2,2
"1227",0,22,22,2400,0.1,0.1,0,1,1,1
"1228",0,24,43,1500,10.5,7.5,2,1,2,1
"1229",0,24,19,2000,19.1,1.2,0,3,1,2
"1230",0,24,44,1200,3.1,NA,1,1,3,2
"1231",0,20,56,1000,23,8.4,0,1,2,2
"1232",0,24,23,600,0.9,6.3,1,3,2,1
"1233",0,23,19,2000,4.1,2.8,0,3,1,2
"1234",0,18,22,800,12.4,2,0,3,1,2
"1235",0,22,24,1500,13.8,5.1,0,1,1,2
"1236",0,21,32,2500,4.2,0.7,4,1,2,2
"1237",0,24,27,2500,2.8,0.1,0,1,1,2
"1238",0,23,44,2000,3,1.3,1,3,2,2
"1239",0,24,26,1500,5,5.5,0,3,1,1
"1240",0,24,62,1000,3.8,4.2,0,3,2,2
"1241",0,22,31,1000,4.4,4.4,2,4,2,2
"1242",0,24,35,2800,23.6,1.4,0,2,1,2
"1243",0,24,49,3000,14.8,16.1,2,1,2,2
"1244",0,24,45,1000,5.3,10.7,0,3,1,1
"1245",0,24,27,2700,4.2,4.2,0,3,2,1
"1246",0,22,35,2000,3.6,NA,2,1,1,2
"1247",0,24,27,1200,0.2,1,0,3,1,1
"1248",0,24,43,800,5.1,NA,2,1,2,2
"1249",0,24,28,1000,1.8,NA,0,3,1,2
"1250",0,24,33,2500,0.6,1.1,3,3,2,1
"1251",0,18,31,1600,2,1.1,2,3,2,2
"1252",0,24,50,3500,10.7,23.7,0,3,2,1
"1253",0,24,30,NA,1.3,2.3,1,1,2,1
"1254",0,22,44,500,17,8.4,1,1,2,2
"1255",0,24,51,600,0.1,1.2,0,3,4,1
"1256",0,24,48,1000,0.1,NA,0,3,2,1
"1257",0,23,26,2000,5.1,8.9,0,1,1,2
"1258",1,5,66,1000,4.4,20.5,0,3,2,2
"1259",0,20,47,NA,7.1,4,0,3,3,2
"1260",0,22,58,2000,16.6,10.4,0,1,2,1
"1261",0,23,26,2500,1.7,NA,1,3,2,1
"1262",0,24,26,1500,0.5,1.4,0,3,1,1
"1263",0,24,39,NA,7.5,0.9,2,1,2,1
"1264",0,24,23,800,0.1,0.8,0,3,1,2
"1265",0,24,53,2000,7.6,19.3,0,3,2,1
"1266",0,24,33,1250,13.2,NA,3,1,2,2
"1267",0,23,38,1000,14.7,0.3,2,1,2,1
"1268",0,24,53,2500,22.3,8.3,0,1,2,1
"1269",0,24,45,2000,16.3,9.3,1,3,2,1
"1270",1,5,30,2000,9.1,11.1,0,3,3,1
"1271",0,24,60,2000,33,43.7,0,3,2,1
"1272",0,23,38,2000,6.9,20.8,2,3,2,1
"1273",0,18,46,1200,4.6,7.8,0,1,2,1
"1274",0,24,46,1000,3.1,1.3,0,1,1,2
"1275",1,6,35,700,2.1,2.2,0,1,3,2
"1276",0,24,35,2000,14.1,0.3,2,1,2,1
"1277",0,21,20,2300,11.4,4.3,0,1,1,2
"1278",0,23,22,NA,1,6.5,0,1,1,2
"1279",0,21,30,NA,7.5,0.6,0,3,2,1
"1280",0,24,46,2000,9.4,20.3,2,1,2,1
"1281",0,22,26,NA,0.6,0.2,0,2,1,2
"1282",0,20,23,1000,0.4,1.3,0,3,1,2
"1283",0,24,22,2200,22.7,3.9,0,3,1,2
"1284",0,24,32,1500,0.2,4.5,2,3,1,2
"1285",0,21,31,4200,13.4,12.4,1,3,2,2
"1286",1,14,31,6750,0.5,1.3,0,3,1,2
"1287",0,24,29,3000,1.5,5.5,0,1,2,1
"1288",0,24,48,2100,15,26.7,1,3,2,1
"1289",0,24,55,1000,22,10.8,0,3,2,1
"1290",0,24,28,1000,25.5,11.1,0,3,1,2
"1291",0,24,37,1000,10.4,18.6,0,3,2,1
"1292",0,24,38,2500,38.3,0.3,1,1,1,1
"1293",0,24,55,3000,12.1,39.1,0,1,2,1
"1294",0,23,29,1000,3.3,8.6,1,1,2,1
"1295",0,24,66,2000,23.8,24.1,0,3,2,1
"1296",0,19,38,1000,11.7,17.8,1,1,2,1
"1297",0,23,26,1000,0.4,1.8,0,3,1,1
"1298",0,14,21,1650,21.4,0.5,0,3,1,2
"1299",0,24,31,2800,3.2,8.3,1,3,1,1
"1300",0,24,24,1500,1.6,1.8,0,3,1,2
"1301",0,23,24,1000,23,4.8,0,3,1,2
"1302",0,15,31,3000,3.5,NA,0,3,2,2
"1303",0,17,26,2500,1.9,NA,0,1,3,1
"1304",0,24,23,2000,3.7,1.1,0,3,2,1
"1305",0,10,42,2000,5.3,0.2,3,3,3,1
"1306",0,24,28,NA,0.7,5.3,0,3,1,1
"1307",0,24,31,2000,1.7,3.7,1,3,2,2
"1308",0,11,46,1000,1.3,5.3,0,3,2,2
"1309",0,16,25,3000,25.3,NA,0,1,1,2
"1310",0,21,33,2150,8.6,9.6,3,1,2,2
"1311",0,23,48,1500,19.2,NA,2,1,2,1
"1312",0,24,24,2000,8.7,3.3,0,3,1,2
"1313",0,24,23,4450,6.4,NA,0,1,2,2
"1314",0,23,47,2500,6.9,7.3,1,1,2,1
"1315",0,24,38,2000,7.9,15.9,1,3,2,2
"1316",0,24,19,2000,9,0.7,0,3,1,2
"1317",0,22,27,2500,0.5,2.7,0,3,1,2
"1318",0,24,31,1200,5.1,0.8,0,1,1,2
"1319",0,24,36,2000,6.6,13.9,0,3,2,1
"1320",0,24,40,2000,1.4,4.5,0,3,2,1
"1321",1,19,42,1250,0.3,0.2,3,3,2,1
"1322",0,19,52,2000,16.1,8.1,1,1,2,1
"1323",0,24,43,4200,0.2,4.9,2,1,2,1
"1324",0,24,32,2000,4.7,12.9,2,3,2,1
"1325",0,24,44,2000,3.2,6.2,0,3,3,1
"1326",1,15,31,NA,4,1.8,1,3,2,1
"1327",1,9,24,1500,0.4,NA,0,1,1,1
"1328",0,24,23,850,1.4,0.1,0,3,1,2
"1329",0,23,44,1700,15.1,17.3,0,3,1,1
"1330",0,24,53,3000,19.7,12.3,1,1,2,2
"1331",0,24,61,2000,9.2,16.1,0,1,2,1
"1332",0,23,20,2600,0.9,0.7,0,1,1,2
"1333",0,7,20,1500,12.1,0.5,0,1,1,2
"1334",0,19,49,800,8.1,4.1,0,1,2,1
"1335",0,19,53,1700,13.2,29.5,0,3,2,1
"1336",0,21,24,1200,0.4,0.4,0,3,1,2
"1337",0,6,19,1500,19.9,NA,0,3,1,2
"1338",0,23,38,2500,0.4,21.3,2,3,1,1
"1339",0,22,62,1000,4.3,19,0,3,2,2
"1340",1,17,18,2000,0.2,1.2,0,3,1,2
"1341",1,18,35,1000,0.3,0.4,2,1,1,2
"1342",0,24,36,1500,3.5,4,0,1,1,1
"1343",0,24,36,2200,1.2,2.2,2,3,2,1
"1344",0,24,38,2000,2,21.2,0,2,2,1
"1345",0,24,56,NA,11.8,15.8,0,1,3,2
"1346",0,24,35,800,12.9,6.2,2,3,2,1
"1347",0,22,27,2000,4.6,6.4,0,3,2,2
"1348",0,24,26,3000,5,NA,0,3,2,1
"1349",0,24,41,2500,10.8,17.7,3,3,2,1
"1350",0,24,36,3000,14,4.1,3,1,2,1
"1351",0,18,48,2500,21.7,29.7,2,3,2,1
"1352",0,18,44,NA,1.5,6,0,3,4,1
"1353",0,18,41,2000,17.2,12.8,2,3,2,1
"1354",1,20,31,4000,10.1,NA,0,3,1,1
"1355",0,24,42,1500,13.8,4.9,2,3,2,1
"1356",0,24,39,2000,1.5,21.8,1,3,2,1
"1357",0,11,23,1000,23.2,1.2,1,1,1,2
"1358",0,24,39,1000,13.6,15.3,2,3,2,1
"1359",0,24,39,2000,11.5,NA,2,1,2,2
"1360",1,16,37,1500,2.3,0.6,0,3,2,1
"1361",0,24,35,1500,7.8,7.8,2,1,2,1
"1362",0,21,50,2000,0.8,3.9,1,3,4,1
"1363",0,21,47,850,16.4,1,0,3,2,1
"1364",1,10,28,2300,0.4,NA,2,1,1,2
"1365",0,24,32,2000,20.3,14.8,0,3,1,2
"1366",1,24,33,2000,4.7,2.4,1,1,1,2
"1367",0,21,32,1000,3.1,7.6,2,1,2,2
"1368",0,23,24,1500,2.2,7.8,0,3,1,1
"1369",0,24,35,850,3.9,NA,2,3,2,1
"1370",0,23,23,1000,15,1,1,1,1,2
"1371",1,17,39,1000,1,21,2,1,3,2
"1372",0,18,19,600,19.4,0.9,0,3,1,2
"1373",0,24,40,2000,1.5,24,0,3,1,1
"1374",0,24,22,1800,22.2,2.9,0,3,1,2
"1375",0,23,32,500,0.4,16.1,3,3,2,1
"1376",0,24,40,2000,4.7,6.1,2,3,2,1
"1377",0,20,31,NA,3.7,10.6,1,3,2,1
"1378",0,19,19,2000,13.8,2.5,0,1,1,2
"1379",0,24,37,NA,0,1.3,2,1,2,2
"1380",0,24,44,1500,6.1,10.7,0,3,1,2
"1381",0,24,24,1000,4.9,2.5,2,3,2,1
"1382",0,22,25,2000,0.8,2.8,0,3,1,2
"1383",0,24,56,1000,44.7,15.6,0,3,2,2
"1384",0,24,32,2000,3.1,17.3,1,3,3,2
"1385",1,8,21,3000,0.1,NA,0,1,1,2
"1386",0,24,21,1200,4.8,4.8,0,3,1,2
"1387",0,24,42,3000,19.6,NA,2,1,2,2
"1388",0,24,41,2000,10.9,0.1,1,1,2,1
"1389",0,23,23,2000,11.4,6.3,0,3,1,2
"1390",0,23,46,2000,5,8.6,1,3,2,1
"1391",0,22,47,1500,19.3,31.6,1,2,2,1
"1392",0,24,44,5000,8.9,0.8,0,3,2,1
"1393",0,19,57,1800,25.3,29.4,0,1,2,1
"1394",0,19,20,3000,2.1,2.6,0,3,1,2
"1395",1,21,29,2000,2.4,7.1,1,3,2,1
"1396",0,11,40,4400,3.9,17.7,1,1,2,1
"1397",0,22,28,2000,28.8,0.2,0,3,1,1
"1398",0,22,51,1500,27,3,0,1,2,2
"1399",0,11,24,3400,15.6,6.3,0,1,1,2
"1400",0,19,54,2000,25.9,3.9,0,3,3,2
"1401",0,24,31,1000,11.4,7.2,0,3,2,1
"1402",0,24,45,NA,18.9,5.9,2,2,2,2
"1403",0,7,28,3600,0.8,2,0,3,1,2
"1404",0,24,29,2000,6.1,2.1,1,3,2,1
"1405",0,24,36,2150,18.6,0.9,0,3,1,2
"1406",0,24,34,1000,8.8,6.5,2,3,2,1
"1407",0,23,27,2500,6.1,10.3,0,1,2,1
"1408",0,8,54,1000,9,11.2,0,1,2,2
"1409",0,11,28,2200,9.7,7.4,1,3,2,2
"1410",0,24,25,3500,14.7,6.5,0,3,1,2
"1411",0,24,47,1500,11.1,26.9,0,3,3,1
"1412",0,24,49,NA,7.3,3.8,0,3,1,1
"1413",0,24,49,NA,13.7,6.8,0,3,2,1
"1414",0,24,28,2000,0.1,5.7,1,1,2,1
"1415",0,20,37,1200,1.6,17.1,2,3,2,1
"1416",0,24,53,NA,23.3,31.2,3,3,2,1
"1417",0,23,51,2500,3.3,8.4,0,2,2,1
"1418",0,24,27,3400,2.5,3.6,0,3,1,2
"1419",1,16,26,2000,0.9,0.2,3,1,2,2
"1420",0,24,47,1000,17.7,6.2,1,3,2,1
"1421",0,24,43,NA,3.9,15.5,0,3,2,1
"1422",0,20,24,2400,9,0.2,0,3,1,2
"1423",0,24,25,3500,4.1,1.2,0,3,1,2
"1424",0,24,29,3000,4,NA,1,1,2,1
"1425",1,5,46,2000,3.9,15.3,0,1,2,1
"1426",0,24,26,NA,0.5,7,0,1,2,1
"1427",0,24,28,1000,0.8,11.2,1,2,2,1
"1428",0,12,23,2200,4.6,6.9,0,1,1,2
"1429",0,24,33,1500,10.5,NA,2,3,2,1
"1430",0,24,24,1000,0.2,8.9,2,1,2,2
"1431",0,21,29,1700,3.2,4.3,0,1,1,2
"1432",0,22,42,1000,7.5,1,2,3,2,2
"1433",0,24,32,2000,4.2,13,0,3,2,1
"1434",1,20,22,1500,10.1,0.6,0,1,1,2
"1435",0,24,40,2000,2.1,3.9,0,3,1,1
"1436",0,15,25,3000,5.8,9,0,1,1,2
"1437",0,24,28,2000,1,1.1,1,3,2,1
"1438",0,24,35,1600,9.4,NA,1,3,3,2
"1439",0,24,45,1750,14.8,9.2,1,3,3,1
"1440",0,23,33,1700,2.5,0.2,2,1,2,1
"1441",0,24,37,1500,4.4,8.4,2,3,2,1
"1442",0,24,41,2000,9.2,15.7,2,3,2,2
"1443",0,24,29,2000,2.4,5.6,0,1,2,1
"1444",0,24,44,750,2.9,NA,1,3,1,1
"1445",0,23,33,2500,2.1,10.6,2,3,2,1
"1446",0,10,42,1500,1.7,2.3,2,3,2,1
"1447",0,24,46,5000,12.9,14,3,1,2,1
"1448",0,24,40,3000,18.5,40.7,1,1,2,2
"1449",0,23,43,2000,10.8,3.6,2,3,2,1
"1450",0,24,32,2500,4.5,2.6,0,1,1,2
"1451",0,24,42,2000,18.9,10.5,2,3,2,1
"1452",0,23,48,2500,9.2,19.2,0,3,1,1
"1453",0,19,24,1500,0.5,1.5,0,3,1,2
"1454",0,17,44,500,10.7,0.8,1,3,4,1
"1455",0,23,31,3000,2.4,3.7,0,1,1,1
"1456",0,23,22,500,0.2,1.8,0,3,1,1
"1457",0,5,32,2500,3.5,5.4,1,3,2,1
"1458",0,22,121,1300,0.9,13.8,2,2,3,1
"1459",0,24,35,2450,5.1,5,2,3,2,1
"1460",0,24,22,1500,2.7,0.4,0,2,1,2
"1461",0,22,32,1000,22,12,0,1,1,2
"1462",0,24,47,2000,9.7,19.1,0,3,2,1
"1463",0,23,46,2000,23.6,8,0,3,2,1
"1464",0,8,37,2500,7.4,11,4,3,1,1
"1465",0,24,31,2700,1.5,NA,0,2,1,1
"1466",0,10,29,1100,6.4,10,1,1,2,1
"1467",0,22,31,2300,1.5,1.2,2,3,1,2
"1468",0,24,40,2000,3.3,2.5,2,3,2,1
"1469",1,10,57,2000,16.5,0.5,0,3,2,1
"1470",0,17,27,1000,2.5,2,0,3,1,2
"1471",0,22,67,1500,24.9,3.9,0,3,2,2
"1472",0,24,49,500,2.5,10.8,0,1,1,2
"1473",0,24,31,2550,4.2,9,0,3,3,2
"1474",0,18,27,2500,6.9,9.9,0,1,1,2
"1475",0,22,40,2000,0.1,0.1,3,3,2,2
"1476",0,24,39,1100,4.8,3.2,0,1,2,2
"1477",0,24,69,2000,26.9,NA,0,3,2,1
"1478",0,22,36,2150,1.4,5.7,3,3,2,2
"1479",0,21,30,1000,1.2,0.9,0,3,2,1
"1480",0,24,42,650,8.4,5.9,0,3,2,1
"1481",0,24,61,NA,1.2,NA,0,1,1,1
"1482",1,19,27,1000,4.7,NA,0,1,2,1
"1483",0,24,38,1000,1.2,NA,2,3,2,1
"1484",0,18,48,1000,9.2,16.6,0,1,2,1
"1485",0,24,24,2000,0.9,0.3,0,1,1,2
"1486",0,3,20,1200,2.5,2.5,0,1,1,2
"1487",0,24,43,1400,14.9,14.8,0,3,2,1
"1488",0,24,39,600,6.8,10.7,2,1,2,1
"1489",0,24,25,1500,1.1,6.3,0,1,1,2
"1490",0,24,34,1000,0.7,2.7,3,1,2,1
"1491",0,24,26,1100,25.4,3.1,0,3,1,1
"1492",0,24,39,2000,4.7,5.7,0,3,2,1
"1493",0,24,29,1000,2.2,14.2,3,3,2,2
"1494",0,24,43,2000,14.6,16.3,2,3,2,1
"1495",0,23,30,1500,0.6,8,0,3,1,2
"1496",0,24,35,1500,0.1,NA,0,1,1,2
"1497",0,24,48,500,3.1,2.1,0,1,2,1
"1498",0,23,50,2300,20.5,NA,0,1,2,2
"1499",0,24,22,4500,16.4,NA,0,2,1,1
"1500",0,24,57,1400,8.5,0.7,0,1,3,1
"1501",0,23,48,1000,13.4,NA,0,3,2,1
"1502",0,24,35,1000,2.5,5.4,0,1,1,1
"1503",0,24,25,2000,4,5,0,3,2,1
"1504",0,24,59,5000,34.5,NA,0,3,2,1
"1505",0,24,21,2500,9.6,NA,0,3,1,2
"1506",0,24,27,1600,2,7.1,0,3,2,1
