"","default","month","age","amount","address","employer","children","payfreq","marstat","home"
"505",0,17,30,3000,20.5,NA,0,1,1,2
"506",0,23,40,2000,7.4,4.2,2,3,2,1
"507",0,23,32,1000,6.3,15.9,2,3,2,1
"508",0,24,22,2000,0.9,1.3,0,1,1,2
"509",0,24,55,3000,16.2,28.2,1,3,2,1
"510",0,19,32,1800,6.6,13.5,1,3,2,1
"511",0,24,27,2000,4,10.3,0,1,2,1
"512",0,24,48,2000,15.5,NA,0,2,2,1
"513",0,13,31,1000,0.4,NA,0,3,2,1
"514",0,24,29,1300,20,6.3,0,3,1,2
"515",0,23,38,800,7,6.2,5,3,2,2
"516",0,23,56,2500,30.5,3,3,1,3,1
"517",0,24,24,2000,14.6,4.6,0,3,1,2
"518",0,24,31,1500,4.6,0.4,1,3,2,1
"519",0,24,33,1000,0.5,6.1,0,3,1,1
"520",0,22,47,2000,15,15.4,0,3,2,2
"521",0,24,24,2000,16.9,0.1,0,3,1,2
"522",0,23,30,1000,4.2,3.3,1,3,2,1
"523",0,23,27,1000,5.2,9.8,0,3,3,1
"524",0,21,28,2550,2.6,10.2,0,3,1,2
"525",0,24,67,2000,34.4,2,4,3,2,1
"526",0,24,59,1500,12.7,NA,0,3,2,2
"527",0,23,21,1500,1.5,0.8,0,4,1,2
"528",0,24,26,3500,2.2,4.2,0,3,1,1
"529",0,22,50,500,25.8,22.8,2,3,2,1
"530",0,18,39,1000,1,1.3,0,1,2,1
"531",0,4,30,1200,2.9,3.7,0,3,1,1
"532",0,23,26,1300,1.7,5.2,0,3,1,2
"533",0,20,49,2000,15.5,15.2,5,3,2,1
"534",0,23,25,1250,0.5,5.3,0,3,1,2
"535",0,24,50,1000,15.7,6.2,0,3,2,1
"536",0,24,37,1500,1.6,17.6,0,3,2,1
"537",0,23,41,1500,1.8,20.2,2,3,2,1
"538",0,23,40,700,0.8,10.9,1,3,2,1
"539",0,24,27,1000,0.5,0.1,0,3,1,2
"540",0,24,26,2000,0.1,1.1,0,3,1,2
"541",0,22,23,2000,1.5,0.3,0,1,1,2
"542",0,18,32,1200,3.5,4.9,2,1,2,1
"543",0,24,19,1500,0.8,NA,0,3,1,2
"544",0,24,45,1600,4.7,6.9,2,3,2,1
"545",0,18,41,5000,6.3,6.9,2,3,2,1
"546",0,21,38,2200,10.8,7.2,2,1,2,2
"547",0,24,38,2300,0.9,19.3,0,3,3,1
"548",0,18,56,NA,34.9,8.8,0,3,2,1
"549",0,24,20,1100,1.9,1.5,0,1,2,2
"550",0,24,32,3000,0.7,2,1,3,2,1
"551",0,23,26,3000,26.8,NA,0,2,1,2
"552",1,8,21,1000,0.2,NA,0,4,1,2
"553",0,24,24,2000,24.2,3.4,0,1,1,2
"554",0,23,25,NA,3.5,5.8,0,3,1,1
"555",0,24,49,2000,18.5,NA,1,3,2,1
"556",0,24,27,1500,0.2,4.2,0,1,2,2
"557",0,24,51,4000,10.8,13,2,3,2,1
"558",0,24,19,1000,19.6,3,1,1,1,2
"559",1,23,22,1500,18.3,1,0,1,1,2
"560",0,22,26,1500,4.1,4.2,2,1,2,2
"561",0,19,26,1000,1.4,9,0,3,1,1
"562",1,7,34,2000,0.3,5.1,0,1,2,2
"563",0,24,35,5500,3.4,4.1,0,3,2,1
"564",0,20,36,1000,0.2,19.4,0,3,3,1
"565",0,20,45,1700,4.6,0.6,1,1,3,1
"566",0,21,34,3000,1.7,2.8,0,3,2,1
"567",0,24,45,1000,4,4,0,2,1,2
"568",0,24,56,700,9.9,NA,0,1,3,2
"569",0,18,26,2000,12.1,4.9,0,1,1,2
"570",0,24,25,1000,0.5,2.8,0,3,1,2
"571",1,17,37,1000,5.3,1.4,2,1,3,1
"572",1,19,42,3500,10,3.5,2,1,2,1
"573",0,23,27,2300,0.9,1.2,1,3,2,1
"574",0,24,52,1900,23.5,9.7,0,3,2,1
"575",0,24,54,600,34.6,NA,0,1,2,2
"576",0,24,38,4000,8.7,4.6,1,1,3,1
"577",0,24,50,NA,8.3,50.8,0,1,2,1
"578",0,23,27,1000,0.1,NA,2,3,2,1
"579",0,23,22,2000,6.7,5.2,0,3,1,2
"580",0,21,32,3500,6.4,3.5,0,1,1,2
"581",0,6,25,NA,10.1,NA,0,3,1,2
"582",0,15,27,1000,7.7,NA,1,1,2,2
"583",0,24,30,1000,6.5,13.4,1,1,2,1
"584",0,24,27,2500,1.8,11.8,0,3,1,1
"585",0,24,35,1200,1.9,17.7,1,3,2,1
"586",1,4,45,2000,1.2,4.3,0,3,2,1
"587",0,24,31,5000,4.5,NA,1,3,2,2
"588",0,24,29,2000,6.8,0.7,0,3,2,1
"589",0,24,60,700,1.9,16.3,0,3,2,2
"590",0,24,58,3000,12.7,22.7,0,3,2,1
"591",0,21,38,3000,5.8,6.8,1,3,2,1
"592",0,17,63,1500,20.1,59.7,0,2,2,2
"593",0,24,36,1500,0.2,5.5,1,3,1,2
"594",0,24,38,750,3.1,11.1,2,3,3,1
"595",0,23,33,2600,2.2,5.5,3,1,1,1
"596",0,24,22,2000,22.1,5.6,0,3,1,2
"597",0,24,27,1000,5,11.4,1,3,2,1
"598",0,22,30,2000,0.9,NA,0,3,1,2
"599",0,24,36,500,1.9,4.4,2,3,2,1
"600",0,24,35,5000,6.6,NA,0,3,2,1
"601",0,11,30,1500,7.6,10.8,2,1,2,1
"602",0,24,62,2200,4.3,9.2,0,3,2,1
"603",0,24,29,1500,21.6,0.2,0,1,1,2
"604",0,24,53,1000,19.4,24.7,0,1,2,1
"605",0,24,39,2000,2,1.6,0,3,2,1
"606",0,24,46,2000,6.2,NA,0,3,2,1
"607",0,21,51,800,28.7,30.2,0,1,2,1
"608",0,24,54,2000,24.8,15.8,1,1,2,1
"609",0,22,51,3500,3.4,1.2,0,3,2,1
"610",0,24,25,NA,0.5,0.5,0,3,1,2
"611",0,24,39,2500,12.4,15.6,2,3,2,1
"612",0,24,21,500,4.9,5.3,0,1,1,2
"613",0,24,31,1000,6.9,2.4,2,3,2,1
"614",0,24,27,1650,3.8,6.1,0,3,3,1
"615",0,24,43,700,26.1,NA,0,1,2,1
"616",0,24,27,1000,0.9,3.2,1,1,2,2
"617",0,21,35,1000,3,1.7,1,1,2,2
"618",0,19,30,2500,0.9,1.8,0,3,1,1
"619",0,24,31,2500,6.8,5.8,1,1,2,1
"620",0,7,26,3500,1.3,6.3,0,3,2,1
"621",0,24,33,2000,0.7,0.7,1,3,2,1
"622",0,16,42,2000,0.9,5.6,0,3,2,1
"623",0,22,51,5600,26.1,28.1,0,3,2,2
"624",0,24,50,1500,0.2,12.4,1,3,2,1
"625",0,24,28,600,28.5,3.1,0,3,1,2
"626",0,24,45,2000,3.9,5.1,0,2,3,2
"627",0,24,52,2000,35,8,0,3,2,1
"628",0,19,37,1700,1.2,16,0,1,2,1
"629",0,22,38,3000,6.9,15.9,1,3,2,1
"630",0,24,27,3500,2.7,9.3,1,3,1,1
"631",0,8,26,2800,1.1,8.6,2,1,2,1
"632",0,19,31,3500,17.6,NA,0,1,3,2
"633",0,13,37,700,0.8,1.7,0,3,1,2
"634",0,18,45,2000,10.1,9.6,2,3,2,1
"635",0,24,19,1200,12.1,4.7,0,1,1,2
"636",0,24,29,500,1.2,0.1,0,3,1,2
"637",0,24,37,NA,10.2,18.7,2,2,2,1
"638",0,22,22,NA,22.6,2.1,0,3,1,2
"639",0,18,22,1000,3,0.9,2,3,1,2
"640",0,24,46,5000,10.3,11.1,0,3,2,1
"641",0,23,31,2000,1,14.8,1,3,2,1
"642",0,24,19,1500,8.6,0.5,0,3,1,2
"643",0,22,29,1000,7.6,0.7,2,1,3,2
"644",0,22,27,600,1.6,5,0,3,1,1
"645",1,8,23,2600,0,0,0,3,1,1
"646",0,21,49,2200,5.4,7.2,1,3,1,1
"647",0,24,31,2000,5.7,14,0,1,2,1
"648",0,24,25,3000,0.1,NA,0,3,1,2
"649",0,23,34,2000,9.4,5.7,0,1,2,1
"650",0,24,58,NA,25.2,NA,0,1,2,1
"651",0,23,20,1500,0.2,4.7,0,1,1,2
"652",0,18,50,1000,16.2,20.9,0,3,2,1
"653",0,24,38,1000,2.6,14.1,3,1,2,2
"654",0,24,42,NA,19.1,7.2,1,3,3,2
"655",0,24,47,2500,18.1,13,2,3,2,1
"656",0,23,35,2000,0.6,NA,2,1,2,2
"657",0,24,39,1000,18,2.7,2,1,2,1
"658",0,24,34,5000,3,0.5,0,3,1,2
"659",0,24,59,2500,3.7,5.4,0,1,2,1
"660",0,19,48,NA,5.3,6.1,0,3,3,1
"661",0,21,26,2000,1.4,7.3,0,3,2,1
"662",0,23,52,850,23.8,14.7,0,3,2,1
"663",0,24,29,2000,4.1,10.1,2,1,2,1
"664",0,23,44,2000,4,5.1,0,3,1,1
"665",0,5,22,1000,0.1,0.7,0,3,1,2
"666",0,24,46,NA,15.2,14.6,2,3,2,1
"667",0,20,52,1000,14.1,28.1,2,3,2,1
"668",0,24,45,3000,8.9,8.6,2,3,2,1
"669",0,21,30,2000,0.3,7.3,0,3,1,1
"670",0,21,22,3000,19.4,6.4,0,1,1,2
"671",0,18,36,1000,1.7,15.9,0,4,1,1
"672",0,24,68,2000,6.7,8.8,0,3,1,1
"673",0,24,38,2000,2.4,NA,2,3,2,1
"674",0,23,33,5000,7.2,6.2,0,3,2,1
"675",0,24,32,5000,8.5,8.4,2,3,2,1
"676",0,24,23,2500,10.3,4.5,0,3,1,2
"677",0,12,28,1000,4.6,0.1,0,3,2,1
"678",0,7,23,2200,2,2,0,3,1,2
"679",0,19,46,3000,8.4,17.3,6,1,2,1
"680",0,22,28,1300,11.5,11.5,0,3,1,2
"681",0,19,53,2000,12.5,5.8,0,1,1,1
"682",0,24,29,1500,0.3,9,4,3,2,2
"683",0,19,47,3200,4.4,5.7,2,3,2,1
"684",0,19,30,2000,4.3,0.1,0,3,3,1
"685",0,24,52,2000,16.5,5.3,0,3,2,1
"686",0,20,44,1200,10.4,20.1,0,3,1,2
"687",0,23,31,1500,2.9,5,0,2,1,1
"688",0,24,37,1000,6.3,NA,1,1,2,1
"689",1,12,21,500,0.3,0.8,0,3,1,2
"690",0,22,49,3000,15.2,3.2,1,3,2,1
"691",0,24,44,1000,17.8,1.1,0,1,2,2
"692",0,23,34,NA,3.8,2.2,2,3,2,1
"693",0,21,56,2000,7.4,14.6,0,3,2,1
"694",0,22,27,2000,22.6,8.4,0,3,1,2
"695",0,23,46,2000,18.5,8.9,2,3,2,1
"696",0,24,63,2400,20.1,4.1,0,3,2,1
"697",0,24,30,6500,2.2,10.2,0,1,2,1
"698",1,12,28,1200,1.6,2.1,0,1,1,2
"699",0,20,20,1500,1.7,9.7,0,2,1,2
"700",0,24,24,2000,0.8,4.1,0,1,1,1
"701",0,20,33,2000,0.5,9.2,0,3,2,1
"702",0,22,49,800,19.1,25.1,0,1,1,1
"703",1,4,32,1000,5.7,4.1,2,2,1,2
"704",0,24,25,900,4,10.9,0,1,2,1
"705",0,24,43,1000,15.4,NA,0,1,2,1
"706",0,24,25,5000,3.5,NA,0,3,2,1
"707",0,23,53,2000,19.2,NA,0,3,2,1
"708",0,23,55,2000,5.7,3,2,3,2,1
"709",0,8,29,1000,12.4,0.7,0,3,1,2
"710",0,24,23,2000,3,4.9,0,3,1,1
"711",0,22,55,1500,15.1,1.6,0,3,2,1
"712",1,9,30,2300,2,NA,0,3,2,1
"713",0,24,57,2000,9.1,25.7,2,3,2,1
"714",0,24,29,1000,2.6,9.6,2,1,2,1
"715",0,24,39,3000,9,17.3,2,3,2,1
"716",0,18,44,2200,8.6,14.8,1,3,2,1
"717",0,24,35,1200,2.4,0.2,2,3,2,1
"718",0,23,34,1000,4.5,0.9,0,3,1,1
"719",0,22,30,4500,8.4,14,0,3,1,1
"720",0,24,53,1000,0.1,2.6,0,1,3,2
"721",0,18,50,2300,17.1,4.2,0,1,2,1
"722",0,24,45,2500,0.4,20.5,3,3,2,2
"723",0,24,50,2000,16,18,1,1,2,2
"724",0,22,27,1000,1.4,4.1,0,3,1,1
"725",0,24,43,2000,12.6,9.8,1,1,2,1
"726",0,21,37,3000,5.3,5.3,0,3,1,2
"727",0,24,55,2500,27.7,22.2,1,3,2,1
"728",0,24,50,3000,23.1,1.7,0,3,2,1
"729",0,24,25,2000,14,1,0,1,1,2
"730",0,21,47,2550,0.4,12.7,0,3,2,1
"731",0,23,44,2000,23.5,17.4,0,3,2,1
"732",0,23,54,3000,6.2,8.9,0,3,2,2
"733",0,23,38,6000,6.6,7.8,1,3,2,1
"734",0,18,35,2000,3.1,6.6,2,1,3,2
"735",0,24,41,1000,12.5,10.5,0,3,3,1
"736",0,24,32,500,2,NA,2,3,2,1
"737",0,24,34,4000,9,1.1,3,3,2,1
"738",1,4,34,1400,0.1,0.2,2,3,2,1
"739",0,23,33,2000,3,0.6,2,3,2,1
"740",0,24,49,2000,11.7,11.8,0,1,2,2
"741",0,23,47,1650,5.2,5.2,1,3,2,1
"742",0,22,43,1150,15.1,23.4,2,3,2,1
"743",0,22,45,2000,10.2,17.5,2,1,2,1
"744",0,24,41,2000,5.5,1.2,0,3,2,1
"745",0,21,36,1000,3.9,3.5,3,1,2,1
"746",0,11,31,3000,2,11.7,0,3,2,1
"747",0,9,21,2000,2,3.8,0,1,1,2
"748",1,8,47,1000,17.8,NA,4,1,2,1
"749",0,23,35,800,6.1,13.7,0,3,1,1
"750",0,23,42,1500,7.2,4.3,2,3,2,1
"751",0,22,30,2000,4.3,0.6,0,3,2,1
"752",0,24,55,2500,23.2,5.2,0,1,2,2
"753",0,23,23,1700,1,4,0,3,1,2
"754",0,19,34,5000,7.1,3.6,2,3,2,1
"755",0,19,20,1600,12.2,0.7,0,3,1,2
"756",0,19,30,1000,6.6,7.6,1,1,2,2
"757",0,24,45,2000,1.9,21.9,1,3,1,1
"758",0,24,34,1000,5.4,0.4,2,1,3,2
"759",0,24,33,2000,5.1,5.3,3,3,2,1
"760",0,18,27,4000,3.7,NA,0,3,2,1
"761",0,19,24,2000,3.5,1.2,0,1,1,2
"762",1,19,21,2000,21.4,5.4,0,1,1,2
"763",0,24,69,2000,60.6,5.6,0,1,2,1
"764",0,24,39,NA,5.8,NA,0,3,2,1
"765",1,24,52,2000,1.3,9.1,1,1,2,1
"766",0,18,42,2000,22.4,1.1,2,1,2,1
"767",0,24,26,2000,4.4,5.1,2,3,2,1
"768",0,22,40,5000,6.4,18.2,1,3,2,1
"769",0,23,38,2950,0.7,1.9,1,3,2,2
"770",1,20,24,NA,0.7,5.3,0,3,2,1
"771",0,24,59,2800,0.5,23.6,0,1,2,2
"772",0,24,47,800,6.7,10.7,0,3,2,1
"773",0,22,43,3000,11.5,14.5,0,3,2,1
"774",0,17,30,2000,0.2,5,1,3,3,2
"775",0,8,36,1500,2,9.3,1,3,2,1
"776",0,20,25,1000,2.6,0.5,0,1,1,1
"777",0,24,35,2000,5.4,4,0,1,1,2
"778",0,22,46,800,9.2,3.9,0,3,3,2
"779",0,24,34,2500,2.5,14.9,0,3,2,2
"780",1,7,33,800,0.3,0.8,0,1,3,2
"781",0,15,35,1850,10.9,1.3,2,3,1,2
"782",0,22,43,3000,16.8,6,2,1,2,1
"783",0,24,43,2000,19.5,6.7,0,3,2,1
"784",0,18,26,2600,1.7,7.2,0,3,1,1
"785",0,24,69,500,16.8,0.1,0,3,2,2
"786",0,24,21,2000,11.2,4.4,0,1,1,2
"787",0,24,28,2500,0,0.8,0,1,1,2
"788",0,23,56,NA,30.1,18.3,0,1,2,1
"789",0,24,47,1500,7,28.9,2,3,2,1
"790",0,19,37,1400,8.5,4.8,2,1,3,1
"791",1,19,18,2000,5,1.2,0,3,1,2
"792",0,6,45,2000,20,1.4,0,1,2,1
"793",0,24,28,2000,9.3,8,1,1,1,2
"794",1,20,45,1300,7.5,29.5,0,3,2,1
"795",0,19,41,1700,7,25.7,0,3,2,1
"796",0,18,37,1000,16.1,0.7,0,1,1,2
"797",0,24,31,1500,6.4,2,0,1,1,2
"798",0,23,44,1000,0.1,5.1,2,3,2,1
"799",0,24,57,1000,32.1,18.3,1,3,2,1
"800",0,24,43,1500,14.5,0.7,2,1,2,2
"801",0,21,31,2000,1.3,2.6,1,3,1,2
"802",0,20,45,2000,6.4,12.4,2,3,2,1
"803",0,24,56,2000,35.2,11,0,1,2,2
"804",0,17,37,2000,16.5,0.4,0,3,3,2
"805",0,3,37,1000,8.7,17.5,2,3,2,1
"806",0,24,46,500,14.5,16.4,0,1,2,2
"807",0,19,36,2000,1.3,0.5,1,1,3,1
"808",0,24,30,2000,0.4,1.5,0,3,3,2
"809",0,23,51,1700,3.8,11.8,0,1,2,2
"810",1,11,37,2000,5.1,5.8,3,3,2,1
"811",0,22,27,2700,24.5,8.2,0,3,1,2
"812",0,24,27,3000,3.7,2,0,3,1,1
"813",0,22,50,1000,7.1,10.1,0,1,2,2
"814",0,22,21,2150,16,5.1,0,3,1,2
"815",0,22,39,1000,0.1,5.2,2,3,2,1
"816",0,24,35,2000,0,2.9,2,3,2,1
"817",0,23,43,3500,20.5,0.5,3,3,2,1
"818",0,24,37,2000,6,NA,3,3,2,1
"819",1,4,47,1800,9.8,16.8,0,1,2,1
"820",0,24,49,1500,18.5,2,0,3,2,1
"821",0,24,33,1200,0.8,10.7,0,3,1,1
"822",0,24,31,1500,0.4,1.6,2,2,2,1
"823",0,24,44,2200,14.2,NA,1,3,2,1
"824",1,4,27,3300,3.5,0.2,1,3,1,1
"825",0,24,36,2000,5.1,11,0,3,2,1
"826",0,24,53,1500,2.5,5.5,2,3,2,1
"827",0,24,32,550,1,NA,0,3,1,1
"828",0,24,35,1200,3.1,4.2,0,3,2,1
"829",0,23,26,3000,21.2,4.3,0,3,1,2
"830",0,23,36,1500,6.1,7.6,2,3,2,1
"831",1,5,29,1350,6.2,0.4,1,1,3,1
"832",0,23,38,2000,10.1,21.9,2,1,2,1
"833",0,24,27,2000,3.5,1.3,1,3,2,1
"834",0,17,36,2000,2.6,4.8,1,3,2,1
"835",0,24,46,2000,15.9,NA,3,1,2,1
"836",0,24,43,1800,0.7,1,0,3,2,1
"837",0,24,24,1200,0,NA,0,3,1,2
"838",0,24,37,1000,2.1,16.8,2,3,2,1
"839",0,21,46,4000,12.6,21.2,0,3,2,1
"840",0,24,43,2000,6.1,NA,2,3,2,1
"841",0,24,34,3500,7.1,NA,0,3,2,1
"842",0,18,22,NA,2,NA,1,3,1,1
"843",0,18,25,750,2,8.4,0,1,1,1
"844",0,24,40,3500,6.6,6.4,2,3,2,1
"845",0,24,19,2000,19.7,1.2,0,1,1,2
"846",0,24,22,3000,22.2,0.9,0,1,1,1
"847",0,19,35,1500,0.5,8,2,3,2,1
"848",0,23,34,1000,11.9,6.3,2,3,2,1
"849",0,24,39,3000,2,10.6,2,1,2,1
"850",0,18,66,1250,24.8,7.2,0,2,2,2
"851",0,18,28,NA,1.1,NA,2,3,2,1
"852",0,24,50,1000,6.4,3.5,0,3,2,1
"853",0,24,43,2000,22.5,1.1,2,1,2,1
"854",0,17,24,800,1.1,1,0,3,1,1
"855",1,19,28,2000,2.7,4.3,2,3,2,2
"856",0,7,26,NA,3.1,NA,0,3,1,2
"857",0,24,52,NA,21.3,18.5,0,1,2,2
"858",0,24,49,1500,10.1,6,2,3,2,1
"859",0,19,24,2000,24.5,2.4,0,3,1,2
"860",0,24,31,1100,27.6,11.6,0,1,1,2
"861",0,24,37,5000,2.3,NA,2,3,2,1
"862",0,11,24,2500,1.1,6.1,0,1,1,1
"863",0,24,41,4000,15.7,8.6,2,3,2,1
"864",0,23,28,1650,1.8,1.1,0,2,1,1
"865",0,24,25,3000,7.2,2.4,0,3,1,1
"866",0,18,38,1000,3.5,6.7,3,3,2,1
"867",0,22,34,600,12.4,11.1,0,1,1,2
"868",0,24,24,2500,8.7,NA,0,1,1,2
"869",0,20,41,1000,13.3,12.3,2,1,2,1
"870",0,24,59,2000,20.4,43.4,0,3,2,1
"871",1,9,42,2100,8.3,10.5,1,3,3,1
"872",0,24,46,1000,7.6,25.9,0,3,2,1
"873",0,23,24,1000,13.8,0.3,0,3,1,2
"874",0,24,31,1900,4.3,4.3,0,1,2,1
"875",0,20,25,1500,3.8,7,0,3,1,1
"876",0,24,37,900,2.7,9.5,1,1,2,1
"877",0,22,32,1500,3.7,5.6,0,1,1,2
"878",0,18,22,2500,9.5,0.4,0,3,1,2
"879",0,24,29,2000,0.5,NA,0,3,1,2
"880",0,24,40,2000,6.8,6.2,2,3,2,1
"881",0,18,50,1800,10.7,24.9,2,3,2,1
"882",0,24,45,3500,20.5,13.9,0,3,2,2
"883",0,24,42,1500,18,20.2,3,3,2,1
"884",0,24,34,2000,2.7,16.1,3,2,2,1
"885",0,23,39,4500,8.4,12.2,0,3,2,1
"886",0,24,46,1500,0.5,16.9,0,1,1,2
"887",0,24,41,5000,9.2,4.9,1,3,2,1
"888",0,24,38,4000,9.6,23.6,0,3,3,1
"889",0,18,33,2500,6.1,2.1,0,3,2,2
"890",0,24,42,1000,7.2,0,1,1,2,2
"891",0,24,23,2000,0.9,2.3,3,1,2,2
"892",0,24,28,1500,2.9,7.6,1,3,2,2
"893",0,22,30,1000,3.3,8.5,0,3,3,1
"894",0,18,55,2000,1.2,0.5,0,3,2,1
"895",0,22,25,2500,0.3,NA,0,4,1,1
"896",0,24,30,2000,5.4,11.2,2,1,2,2
"897",0,24,26,1200,1,1,0,1,1,2
"898",0,24,47,1300,2.2,4.1,1,1,2,2
"899",0,19,38,500,7.1,3,3,3,2,1
"900",0,22,28,NA,18.6,0.7,0,1,1,2
"901",1,8,33,2000,0.2,0.2,0,3,2,1
"902",0,24,24,3000,3.2,7.3,0,3,1,2
"903",1,17,46,3000,24.9,13.8,0,1,2,2
"904",1,15,33,NA,5.4,17,2,3,3,2
"905",0,3,31,1400,5.8,10,0,3,2,1
"906",0,21,22,1250,2.3,6.4,0,1,1,1
"907",0,24,47,1000,13.7,5.9,2,3,3,1
"908",0,19,61,1800,3.5,10.2,0,3,2,1
"909",0,19,34,2000,30.2,9.5,0,1,1,1
"910",0,24,33,4000,2.2,8,1,1,2,1
"911",0,18,35,1000,11.2,NA,0,3,4,1
"912",0,21,40,1700,3.7,2.4,0,1,2,2
"913",1,8,46,2800,4.3,11.5,2,3,3,2
"914",0,24,31,1000,4.2,7.5,3,3,2,1
"915",0,24,46,1200,10.7,15.6,3,3,2,1
"916",0,2,24,1000,0.5,0,0,3,1,2
"917",0,24,47,1000,16.6,21.9,1,3,2,1
"918",0,24,54,1000,23.6,17.3,0,1,3,1
"919",0,24,20,500,1.2,1.2,0,3,1,2
"920",0,18,35,1500,0.8,7.8,0,3,1,1
"921",0,20,32,1100,0.3,NA,1,1,1,2
"922",0,18,49,2000,1.3,7.9,0,3,2,1
"923",0,2,24,2200,0.1,0.9,0,1,1,2
"924",0,23,43,1600,8.3,8.9,2,1,2,1
"925",0,24,40,2500,34.6,NA,0,1,1,2
"926",0,24,27,2500,2.6,0.5,2,1,2,1
"927",0,23,22,2350,0.3,6.3,0,3,1,1
"928",0,23,27,800,4.7,8.9,2,3,2,1
"929",0,24,30,2500,0.5,5.6,0,3,2,1
"930",0,23,43,NA,3.4,7.7,2,3,2,1
"931",0,24,21,1000,3.3,0.8,0,1,2,1
"932",0,23,48,NA,5,15,2,3,2,1
"933",0,24,46,2000,19.4,30,2,3,2,1
"934",1,12,21,3000,10.8,0.9,0,1,1,2
"935",0,24,29,3500,0.9,13.5,0,3,2,1
"936",0,22,50,1000,3,2,0,3,2,1
"937",0,24,30,2500,8.2,7.1,0,3,2,1
"938",0,23,47,1000,20.7,8.8,1,1,2,1
"939",0,24,21,2000,21.3,4.7,0,1,1,2
"940",0,24,27,1200,20,0.5,0,3,1,2
"941",0,24,29,1500,3,2.9,0,3,1,1
"942",0,13,35,2000,0.2,0.2,0,3,1,2
"943",0,23,40,1000,12.9,8.7,0,1,1,1
"944",0,24,37,1500,8,2,2,3,3,1
"945",0,18,28,2500,4.3,5.6,0,1,2,1
"946",0,18,56,1500,6.2,40.4,1,3,2,1
"947",0,24,29,2000,3.4,0.1,0,1,1,1
"948",0,24,36,NA,1.8,13.5,2,4,1,1
"949",0,24,27,2000,27.9,10.9,0,3,1,2
"950",0,24,47,2000,8.4,NA,2,3,2,1
"951",0,18,30,1000,1.9,3.1,0,4,1,2
"952",0,24,49,3000,9,NA,0,1,2,1
"953",0,24,54,2000,13.1,8.1,2,3,2,1
"954",0,24,30,3000,5,8,0,3,2,1
"955",1,3,33,1000,0.9,3.7,1,3,2,1
"956",0,20,25,2500,0.6,6.6,0,2,2,1
"957",0,24,34,500,12.6,1.3,3,1,2,2
"958",0,24,29,NA,4.9,1.7,0,3,1,2
"959",0,24,42,3800,3.4,NA,2,3,2,1
"960",0,24,43,3000,8.1,2.4,2,3,2,1
"961",0,24,28,1200,1.7,1.5,0,3,2,1
"962",0,22,28,500,0.4,3,2,3,2,2
"963",0,24,30,1000,2.1,NA,0,3,1,2
"964",0,24,31,2000,2,1,0,3,2,1
"965",0,20,59,1500,20,25,0,1,2,2
"966",0,24,30,2000,5.1,10,0,3,1,1
"967",0,24,19,2700,3.2,6.3,0,1,1,2
"968",0,24,39,2000,0.9,18.2,2,3,2,1
"969",0,20,57,5000,14.9,NA,0,1,2,1
"970",0,24,29,4500,1.1,3.9,0,3,1,1
"971",0,18,43,2000,17.4,19.5,2,3,2,1
"972",0,21,48,1050,12.1,23.7,0,3,2,1
"973",0,21,51,1000,3.7,14.2,0,3,2,1
"974",0,24,48,3000,14.3,32,2,3,2,1
"975",0,24,50,2400,3.6,4.6,0,3,2,2
"976",1,6,26,1500,1.2,1.1,0,1,2,2
"977",0,24,22,2000,12.9,4.1,0,3,1,2
"978",0,23,55,3000,0.3,24.5,1,3,3,1
"979",0,24,27,1000,12.1,3.5,1,1,1,2
"980",0,4,21,4000,8.3,0.3,0,1,1,2
"981",0,24,56,3000,26.4,0,0,4,2,1
"982",0,24,43,2000,2.6,8.9,1,3,2,1
"983",0,21,51,1000,4.5,2.3,0,3,2,1
"984",0,23,38,2000,5.8,NA,4,3,2,1
"985",0,22,34,2000,4.9,16,0,3,1,1
"986",0,24,26,1450,25.9,7.8,0,3,1,2
"987",0,22,23,NA,20.9,NA,0,3,1,2
"988",0,20,25,3000,0.9,3.3,1,1,2,2
"989",0,21,36,2000,19.9,4,0,1,1,2
"990",0,21,36,1000,8.1,3.1,0,3,1,2
"991",0,24,55,600,22.1,4.6,0,1,2,2
"992",0,24,46,3000,19.2,16.1,2,3,2,1
"993",0,24,34,2000,8.6,18.5,2,3,2,1
"994",0,19,25,2400,4.3,0.7,1,1,2,1
"995",0,24,34,1500,1.2,1.7,2,3,2,1
"996",0,23,46,2000,12.9,6.9,2,3,2,1
"997",1,14,50,900,1,5.7,1,1,4,1
"998",0,24,25,2250,6.5,2.6,2,3,2,1
"999",0,24,35,1000,3.2,0.4,2,3,2,1
"1000",0,24,30,3800,2.3,12.9,0,3,3,2
"1001",1,10,30,1500,1.3,0.2,0,3,1,2
"1002",0,8,51,3000,8.7,26.8,0,3,1,1
"1003",0,24,28,2000,7,12.2,0,3,1,1
"1004",0,24,22,3000,21.3,0.4,0,3,1,2
"1005",1,8,29,2000,3.6,6.7,0,3,1,1
"1006",0,23,34,3400,4.5,16.5,2,1,2,1
"1007",0,19,20,2000,20.8,NA,0,3,1,2
"1008",0,22,33,2000,3,10.1,2,1,2,1
"1009",0,20,22,2000,2.8,2.3,0,2,1,1
"1010",1,4,25,2500,8.4,1.3,1,3,1,2
"1011",0,22,32,2250,0.7,3.6,1,3,1,2
"1012",0,24,44,2000,7.6,4.7,0,3,1,2
"1013",0,24,19,3000,19.5,1,0,1,1,2
"1014",0,24,29,2000,12.9,13.3,0,3,1,1
